Round,item,id,main_slogan,secondary_slogan,Figuration,Label,Frame1,Frame2,comments
11,749_2021_16.9_MuHak_Good Day_002,750,과당0% 깨끗하고 부드러운 무가당 소주 EN: Clean and smooth soju with 0% fructose,영양정보 당류0% 나트륨0% 탄수화물0% 지방0% 트랜스지방0% 포화지방0% EN: Nutritional information. Sugars 0% Natrium 0% Carbohydrates 0% Fats 0% Trans fats 0% Saturated fats 0%,Metonymy_other,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
3,768_2020_16.9_JinRo_Chamisul Fesh_004,768,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
5,769_2020_16.9_JinRo_Chamisul Fesh_006,770,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
6,774_2021_13_JinRo_Chamisul Melon_002,775,달콤한 메로나가 참이슬에 빠졌다! EN: The sweetness of Melona has fallen into Chamisul!,메로나에이슬 EN: Chamisul Melon,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
6,780_2021_25_JinRo_Ilpoom Jinro_001,780,ALL NEW 일품진로 EN: All new Ilpoom Jinro,더 당당해진 일품다운 품격으로 EN: Returning with upgraded confidence befitting of a superior (Ilpoom) product,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
8,781_2021_16.5_JinRo_Chamisul Fesh_002,782,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metaphor_primary,IMPORTANCE & QUALITY IS SIZE,QUALITY,SOJU ATTRIBUTES,
3,80_1982_25_BoHae_Bohae Maechwi_001,80,매취는 왜 좋은 술일까 EN:  Why is maechui good alcohol?,피로를 회복시벼 주고 활력을 증진시켜줍니다 EN: [It] helps you recover from fatigue and increases your stamina,Metaphor_primary,IMPORTANCE & QUALITY IS SIZE ,QUALITY,SOJU ATTRIBUTES,
10,35_1963_35_CheongRo_Cheongro_002,35,맛좋은 순곡 소주 EN: Great tasting pure grain soju,NA,Metonymy_nature_text,INGREDIENT FOR QUALITY,QUALITY,SOJU ATTRIBUTES,
6,73_1985_25_BoHae_Bohae_001,73,보해소주가 맛과 품질에서 앞서가는 이유 EN: Reasons why Bohae soju is a leader in taste and quality,"국내 소주시장 2위를 점유하고 있는 보해소주 EN: Bohae soju, which holds the second place in the domestic soju market",Metonymy_nature_background,INGREDIENT FOR QUALITY,QUALITY,SOJU ATTRIBUTES,
6,182_1995_35_AnDong_Andong Soju_001,182,우리쌀 100% 순곡주 EN: Pure grain soju made 100% from domestic rice,45도에 이어 순하고 부드러운 35도 탄생! EN: From 45 degrees [soju] to the birth of a soft and smooth 35 degrees [soju]!,Metonymy_nature_text,INGREDIENT FOR QUALITY,QUALITY,SOJU ATTRIBUTES,
10,197_1996_25_JinRo_Barrel Aged Premium Soju_002,197,1년을 기다려온 숙성의 맛 - 참나무통 맑은 소주 EN: Barrel Aged Premium Soju - the mature taste after one year of waiting,"숙성되었기에 깨끗하게 깨어난다! EN: Because it's aged, you wake up feeling fresh!",Metonymy_nature,INGREDIENT FOR QUALITY,QUALITY,SOJU ATTRIBUTES,LB: Soju is person might also apply to 199 and 201.
4,217_1998_23_JinRo_Sunhan Jinro_002,217,아스파라긴을 마신 '순한진로' EN: ''Sunhan Jinro' infused with asparagine,"아스파라긴이 아침을 부드럽게 바꾼다. 부드러움의 개념을 바꾼 순하고 브드러운 소주, 순한진로 EN: Asparagine smooths out your mornings. A soft and smooth soju that has changed the very definition of smoothness, Sunhan Jinro",Metonymy_nature_background,INGREDIENT FOR QUALITY,QUALITY,SOJU ATTRIBUTES,
3,736_2020_21_Mackis_Linn 21_006,736,노랑 뚜껑 주세요 EN: Give me the [soju with the] yellow cap please.,BARLEY SOJU EN: BARLEY SOJU,Metonymy_nature_text,INGREDIENT FOR QUALITY,QUALITY,SOJU ATTRIBUTES,
10,749_2021_16.9_MuHak_Good Day_001,749,과당0% 깨끗하고 부드러운 무가당 소주 EN: Clean and smooth soju with 0% fructose,영양정보 당류0% 나트륨0% 탄수화물0% 지방0% 트랜스지방0% 포화지방0% EN: Nutritional information. Sugars 0% Natrium 0% Carbohydrates 0% Fats 0% Trans fats 0% Saturated fats 0%,Metaphor_nature_text,INGREDIENT FOR QUALITY,QUALITY,SOJU ATTRIBUTES,
,331_2008_19.5_JinRo_Chamisul Fresh_008,331,캬~ EN: Kyah~ [sound often made after drinking soju],좋은 소주에 감탄하라! EN: Gasp to good soju!,Metonymy_other_text,KHYA FOR SOFTNESS,POP CULTURE,,
7,74_1986_25_BoHae_Bohae_001,74,보해소주 상표가 새롭게 바뀌었읍니다 EN: The Bohae soju logo has changed,"품질을 생명으로 애주가와 함께 해온 보해 35년 EN: Bohae, which lives by its quality, has spent the last 35 years alongside our fellow alcohol enthusisasts",Metonymy_nature,LEAF FOR NATURE,NATURE,,
2,274_2008_19.5_BoHae_Yipsejoo_006,274,"한지민은 잎새같다 한잔을 마셔도 잎새주다 EN: Han Jimin is like a leaf, even if she only drinks one glass it has to be Yipsejoo",유기농 메이플시럽으로 깨끗하게! 19.5도로 가볍게! EN: Organic maple syrup makes it clean! 19.5 degrees makes it light!,Metonymy_nature,LEAF FOR NATURE,NATURE,,
2,274_2008_19.5_BoHae_Yipsejoo_006,274,"한지민은 잎새같다 한잔을 마셔도 잎새주다 EN: Han Jimin is like a leaf, even if she only drinks one glass it has to be Yipsejoo",유기농 메이플시럽으로 깨끗하게! 19.5도로 가볍게! EN: Organic maple syrup makes it clean! 19.5 degrees makes it light!,Metonymy_nature,LEAF FOR NATURE,NATURE,,
2,479_2012_16.8_Lotte_Chumchurum Cool_002,479,"16.8도 상쾌해서 필름 안 끊겨 EN: 16.8 percent: It's smooth, so [your] film doesn't get cut short",Think Casual EN: Think Casual,Metaphor_other_text,LIFE IS FILM,POP CULTURE,,
9,255_2004_21_BoHae_Yipsejoo_003,256,"지금까지 그냥 물로 만든 소주를 드셨다면 이곳 남도에선 노령산맥 청정지역 지하 253m 천연암반수로 만든 잎새주를 드셔 보세요 EN: If you've only had soju made with plain water up until now, try Yipsejoo here in Nando. It's made with bedrock water 235m below the surface at the clean zones of the Noryeong mountain ranges",Maechui - the Aroma of the Morning Calm EN: Maechui - the Aroma of the Morning Calm,Metaphor_primary,GOOD IS LIGHT,QUALITY,SOJU ATTRIBUTES,
5,670_2016_19.5_ChoongBuk_Cool Cheongpung_001,670,천연암반수 시원한청풍 EN: Cool Cheongpung (with) natural spring water,초정 천연암반수로 만든 부드럽고 깨끗한 소주 EN: Smooth and clean soju brewed using natural spring water from Chojung,Metaphor_primary,GOOD IS LIGHT,QUALITY,SOJU ATTRIBUTES,
6,769_2020_16.9_JinRo_Chamisul Fesh_007,771,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metaphor_primary,GOOD IS LIGHT,QUALITY,SOJU ATTRIBUTES,
12,721_2021_16.9_DaeSun_Diamond_003,723,다이아몬드 EN: Diamond,FOR YOUR SHINING LIFE EN: FOR YOUR SHINING LIFE,Metaphor_primary,GOOD IS LIGHT,QUALITY,SOJU ATTRIBUTES,
8,712_2020_16.9_DaeSun_Daesun_004,712,DaeSun time EN: DaeSun time,오늘밤은 대선이다! EN: Tonight it's Daesun!,Metonymy_other,LOLLIPOPS FOR PARTY,QUALITY,SOJU ATTRIBUTES,
4,156_1994_23_BoHae_City_001,156,가거라! 조미료소주 이제부터 산소소주 EN: Go away artificially flavoured soju! Now it's oxygen-rich soju,지금까지 마셔온 소주가 조미료소주였다니… EN: I can't believe I've been drinking articificially soju up until now…,Personification,BUSINESS MAN FOR TARGET CONSUMERS,MAN,,
4,56_1972_30_BoBae_Bobae_002,56,国民의 소주 EN: The nation's soju,맛좋은 소주 EN: Good tasting soju,Personification,HAND FOR PERSON FOR COUNTRY,KOREANNESS,,"Maybe worth noting that this shows a cityscape in the background, i.e., the opposite of nature // focus on business men (living in cities) // There is a range of metaphors related to place - overseas, Korean, hometown"
,20_1969_30_SamHak_Samhak Daewangpyo_001,20,"高級化時代의 寵兒 , 사나이의 술! EN: The crowd favourite in this era of modernisation, a man's drink!","特級清酒 三鶴大王票 EN: Premium cheongju, Samhak Daewangpyo",Personification_text,MAN FOR AUTHORITY,MAN,,
7,321_2007_19.5_JinRo_Chamisul Fresh_006,321,대한민국 세대공감 EN: Loved by all generations of the Republic of Korea,특허받은 천연대나무 숯으로 정제한 깨끗하고 깔끔한 소주 - 참이슬 fresh. EN: Clean and smooth soju distilled using patented natural bamboo charcoal.,Personification,MAN FOR AUTHORITY,MAN,,
6,552_2018_17.2_BoHae_Chun Nyun Ae_001,552,소주에서 소주맛을 잡았다 EN: We've created soju that tastes like soju,"광주.전남 시도민 1만 5천명과 보해양조가 함께 참여하였습니다 EN: Bohae Brewery and 15,000 residents of Gwangju and Jeonnam took part together",Personification,MAN FOR AUTHORITY,MAN,,
6,740_2021_16.9_Mackis_Ijewoolinn_001,740,"맛으로만 말하는 소주들 앞에 선수입장 산소입장 EN: Sojus that are only about the taste can take a step back. Enter the newest player, the oxygen soju.",산소가 3배 더 들어있어 산뜩함이 사는 소주 EN: A refreshing soju with 3 times more oxygen,Personification,MAN FOR CLEANLINESS,MAN,,
7,321_2007_19.5_JinRo_Chamisul Fresh_006,321,대한민국 세대공감 EN: Loved by all generations of the Republic of Korea,특허받은 천연대나무 숯으로 정제한 깨끗하고 깔끔한 소주 - 참이슬 fresh. EN: Clean and smooth soju distilled using patented natural bamboo charcoal.,Personification,MAN FOR KOREA,MAN,,
2,79_1982_30_BoHae_Bohae30_001,79,화끈한 보해30 EN: Hot Bohae 30,이제 기호에 맞게 선택하십시오 EN: Now choose the taste that is right for you,Personification,MAN FOR STRENGTH,MAN,,"Fire for hot, which in turn means high alcohol content"
5,58_1979_25_JoHae_Johae_001,58,清酒는 朝海! EN: Johae is the go-to for cheongju!,"더욱 맛이 좋아진 朝海. 精誠의 結晶 朝海清酒! EN: Johae tastes even better now. Johae cheongju, a product of sincerity.",Personification_text,MANNER OF DOING (HONESTY) FOR QUALITY OF PRODUCT,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
1,68_1983_16_Gyeongju_Gyeongju Beobju_001,68,정성이담긴 膳物 EN: A gift filled with sincerity,정성을 담았읍니다. EN: Filled with [our] sincerity,Metonymy_other_text,MANNER OF DOING (HONESTY) FOR QUALITY OF PRODUCT,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
3,4_1969_25_MaSan_Muhak_001,4,"海外로 輸出하는 馬山名產 舞鶴소주 EN: A Masan specialty product, Muhak soju will be distributed overseas","마셔보면 다시 찾는 무학소주! EN: Muhak soju, one taste will have you coming back for more",Metonymy_other_background,MAP FOR OVERSEAS,ONE OFF,,
8,255_2004_21_BoHae_Yipsejoo_002,255,"지금까지 그냥 물로 만든 소주를 드셨다면 이곳 남도에선 노령산맥 청정지역 지하 253m 천연암반수로 만든 잎새주를 드셔 보세요 EN: If you've only had soju made with plain water up until now, try Yipsejoo here in Nando. It's made with bedrock water 235m below the surface at the clean zones of the Noryeong mountain ranges",Maechui - the Aroma of the Morning Calm EN: Maechui - the Aroma of the Morning Calm,Metonymy_nature,INGREDIENT FOR FLAVOUR,FLAVOUR,SOJU ATTRIBUTES,
,260_2006_20.1_BoHae_Yipsejoo_003,260,2006년 새로운 잎새가 피었다 EN: A new leaf has been turned in 2006,"자연의 싱그러움을 담은 메이플 소주, 잎새주 오늘부터 더 싱그러운 잎새주와 만나세요 EN: Yipsejoo, maple soju infused with the freshness of nature. From today onwards meet the new fresher Yipsejoo",Metonymy_nature_text,INGREDIENT FOR FLAVOUR,FLAVOUR,SOJU ATTRIBUTES,
,274_2008_19.5_BoHae_Yipsejoo_006,274,"한지민은 잎새같다 한잔을 마셔도 잎새주다 EN: Han Jimin is like a leaf, even if she only drinks one glass it has to be Yipsejoo",유기농 메이플시럽으로 깨끗하게! 19.5도로 가볍게! EN: Organic maple syrup makes it clean! 19.5 degrees makes it light!,Metonymy_nature_text,INGREDIENT FOR FLAVOUR,FLAVOUR,SOJU ATTRIBUTES,
5,774_2021_13_JinRo_Chamisul Melon_001,774,달콤한 메로나가 참이슬에 빠졌다! EN: The sweetness of Melona has fallen into Chamisul!,메로나에이슬 EN: Chamisul Melon,Metonymy_nature,INGREDIENT FOR FLAVOUR,FLAVOUR,SOJU ATTRIBUTES,
5,774_2021_13_JinRo_Chamisul Melon_001,774,달콤한 메로나가 참이슬에 빠졌다! EN: The sweetness of Melona has fallen into Chamisul!,메로나에이슬 EN: Chamisul Melon,Metonymy_nature_text,INGREDIENT FOR FLAVOUR,FLAVOUR,SOJU ATTRIBUTES,
5,774_2021_13_JinRo_Chamisul Melon_001,774,달콤한 메로나가 참이슬에 빠졌다! EN: The sweetness of Melona has fallen into Chamisul!,메로나에이슬 EN: Chamisul Melon,Metonymy_other,INGREDIENT FOR FLAVOUR,FLAVOUR,SOJU ATTRIBUTES,
3,4_1969_25_MaSan_Muhak_001,4,"海外로 輸出하는 馬山名產 舞鶴소주 EN: A Masan specialty product, Muhak soju will be distributed overseas","마셔보면 다시 찾는 무학소주! EN: Muhak soju, one taste will have you coming back for more",Metonymy_nature,MONEY FOR LUCK,POP CULTURE,,
1,37_1974_16_Gyeongju_Gyeongju Beobju_001,37,"소주의 참맛 금복주 EN: The real taste of soju, Kumbokju",순곡으로 빚은 경주법주 EN: Gyeongju beobju made with pure grains,Personification,MONK FOR LUCK,POP CULTURE,,The picture depicts an Indian-style buddhist monk holding a bottle gourd in his left hand and a dorge (or vadra) in his right hand. He is sitting on mridangam drums.
7,44_1978_25_DaeSun_Daesun_001,44,正統소주 大鮮 EN: Authentic soju Daesun,NA,Metaphor_nature_background,MOUNTAIN FOR KOREA,KOREANNESS,,
4,81_1988_25_BoHae_Bohae Maechwi_001,81,"매취, 고요한 아침의 향기라 부르고 싶군요 EN: Maechui - I want to call it the Aroma of the Morning Calm",Maechui - the Aroma of the Morning Calm EN: Maechui - the Aroma of the Morning Calm,Metonymy_other_background,MOUNTAIN FOR KOREA,KOREANNESS,,
8,186_1991_25_JinRo_Biseon_002,186,"신비로운 향, 부드러운 맛 EN: A mysterious aroma, a smooth flavour",진로보리소주 - 秘仙 EN: Jinro barley soju - Biseon,Metaphor_nature_background,MOUNTAIN FOR KOREA,KOREANNESS,,
2,201_1996_25_JinRo_Barrel Aged Premium Soju_006,201,깨어난다! EN: [It] is waking up!,깊고 부드러운 맛! EN: Tastes rich and smooth!,Personification,MOVING DOOR HANDLE FOR PERSON WAKING UP,ONE OFF,,
7,10_1966_30_DaeHan_Baekhwa_002,10,壽福票 白花 EN: Baekhwa Subok,"夏節의 真味 壽福票 白花 EN: The real taste of the summer, Baekhwa Subok",Metonymy_nature,MUSHROOM FOR HEALTH,HEALTH,,
7,10_1966_30_DaeHan_Baekhwa_002,10,壽福票 白花 EN: Baekhwa Subok,"夏節의 真味 壽福票 白花 EN: The real taste of the summer, Baekhwa Subok",Metonymy_nature,MUSHROOM FOR HEALTH,HEALTH,,
8,577_2012_20.1_JinRo_Chamisul Classic_003,577,"시간이 흘러도 흘러가지 않는 것, 클랜식이라는 그런 것. EN: [Being] Classic is like time that passes whilst not passing.","소주 다운 소주 EN: A soju-like soju. ([i.e., a real soju])",Metonymy_nature_text,NATURE FOR AUTHENTICITY,AUTHENTICITY,SOJU ATTRIBUTES,
9,788_2021_16.5_JinRo_Chamisul Fesh_008,788,이슬같이 깨끗한 다음날 EN: So the next morning is fresh like the morning dew,"이슬같은 깨끗함 참이슬 EN: Chamisul, fresh like the morning dew",Metonymy_nature_background,NATURE FOR CLEANLINESS,NATURE,,
5,82_1989_25_JinRo_Jinro_001,82,"간편하게, 즐겁게 EN: Simply, delightfully",진로 팩소주 탄생! EN: The birth of Jinro carton soju!,Personification_text,NEW SOJU IS BIRTH ,ONE OFF,,
3,70_1986_25_BaekHwa_Baekhwa_001,70,새해첫잔 EN: The first glass of the new year,"건강과 평안을 비는 백화수복으로 시작하십시오 EN: Start [your year] with Baekhwa Subok, which prays for your health and happiness.",Metonymy_other_text,NEW YEAR FOR FRESH START,FESTIVITY,,
5,72_1989_25_BaekHwa_Baekhwa_001,72,새해첫잔 EN: The first glass of the new year,따끈한 수복 이 한잔에 따뜻한 예절과 인정이 담겨 있습니다 EN: A glass of Subok is filled with warm greetings and kindness,Metaphor_other_text,NEW YEAR FOR FRESH START,FESTIVITY,,
7,185_1991_25_JinRo_Biseon_001,185,"1991년 거듭난, 진로秘仙소주 EN: Reborn in 1991, Jinro Biseon soju","""1924년 [진로소주]가 태어났다"" EN: Jinro soju was born in 1924",Metonymy_other_text,OLD FOR QUALITY,SOJU ATTRIBUTES,SOJU ATTRIBUTES,Very difficult to read this ad!
3,4_1969_25_MaSan_Muhak_001,4,"海外로 輸出하는 馬山名產 舞鶴소주 EN: A Masan specialty product, Muhak soju will be distributed overseas","마셔보면 다시 찾는 무학소주! EN: Muhak soju, one taste will have you coming back for more",Metonymy_other_text,OVERSEAS FOR QUALITY,QUALITY,SOJU ATTRIBUTES,
4,156_1994_23_BoHae_City_001,156,가거라! 조미료소주 이제부터 산소소주 EN: Go away artificially flavoured soju! Now it's oxygen-rich soju,지금까지 마셔온 소주가 조미료소주였다니… EN: I can't believe I've been drinking articificially soju up until now…,Metonymy_nature_text,OXYGEN FOR HEALTH,HEALTH,,
5,159_1995_23_BoHae_City_001,159,산소가 좋아! 맛이 좋아! EN: Oxygen is good! The taste is good!,산이나 바다에서 술을 마시면 이상하게도 덜 취하고 빨리 깹니다. 그것은 바로 산소 때문입니다. EN: For some strange reason when we drink at the mountains or the beach we don't get as drunk and sober up quickly. The reason for that is the oxygen.,Metonymy_nature_text,OXYGEN FOR HEALTH,HEALTH,,
6,740_2021_16.9_Mackis_Ijewoolinn_001,740,"맛으로만 말하는 소주들 앞에 선수입장 산소입장 EN: Sojus that are only about the taste can take a step back. Enter the newest player, the oxygen soju.",산소가 3배 더 들어있어 산뜩함이 사는 소주 EN: A refreshing soju with 3 times more oxygen,Metonymy_nature_text,OXYGEN FOR HEALTH,HEALTH,,
5,774_2021_13_JinRo_Chamisul Melon_001,774,달콤한 메로나가 참이슬에 빠졌다! EN: The sweetness of Melona has fallen into Chamisul!,메로나에이슬 EN: Chamisul Melon,Metonymy_nature_background,PALMTREES/SUN FOR SUMMER,POP CULTURE,,
8,32_1968_30_SeoGwang_Jinro_001,32,"아무리 마셔도… 來日은 깨끗! EN: No matter how much you drink, [you will] feel fresh tomorrow!","疲勞와 神經을 부드럽게 하고 來日의 活力을 주는 당신의 벗 真味의 真露! EN: The real taste, Jinro. A friend that will relieve your tiredness and soften your senses, giving you energy for tomorrow.",Metonymy_other,PARASOL FOR SUMMER,POP CULTURE,,
5,738_2020_16.9_Mackis_Ijewoolinn_001,738,"당연했던 나날들로 내일은 더 가깝게 이제우린 EN: With the many days gone by, tomorrow we'll be even closer, with Ijewoolin",NA,Personification_text,PEOPLE FOR AFFECTION,AFFECTION,,
5,738_2020_16.9_Mackis_Ijewoolinn_001,738,"당연했던 나날들로 내일은 더 가깝게 이제우린 EN: With the many days gone by, tomorrow we'll be even closer, with Ijewoolin",NA,Personification,PEOPLE FOR AFFECTION,AFFECTION,,
1,640_2017_17.2_JinRo_Chamisul Fesh_002,640,깨끗한 이슬 먹자 . EN: Let's have [eat] clean [clear] dew.,NA,Metonymy_nature,FLOWER FOR NATURE,NATURE,,
1,640_2017_17.2_JinRo_Chamisul Fesh_002,640,깨끗한 이슬 먹자 . EN: Let's have [eat] clean [clear] dew.,NA,Metonymy_nature,FLOWER FOR NATURE,NATURE,,
3,4_1969_25_MaSan_Muhak_001,4,"海外로 輸出하는 馬山名產 舞鶴소주 EN: A Masan specialty product, Muhak soju will be distributed overseas","마셔보면 다시 찾는 무학소주! EN: Muhak soju, one taste will have you coming back for more",Metonymy_nature,PINETREES FOR LUCK,NATURE,,
1,263_2006_20.1_BoHae_Yipsejoo_006,263,공공의 적에게는 잎새주가 약이다! EN: Yipsejoo is the cure for the common enemy!,안주발과 술자리를 할때는 부드럽게 잘 넘어가는 잎새주를 시켜라. 안주 피해를 줄일 수 있는 유일한 방법이다 EN: When you go out for snacks and drinks make sure you order Yipsejoo that goes down smoothly. It's the only way to avoid the trap of side dishes.,Metonymy_nature_background,PLANTS FOR NATURE,NATURE,,
4,294_2004_21_JinRo_Chamjinisulro_003,294,"한번 봐야지는 그냥 하는 말, 정말 보고싶다면…. 오늘, 소주 한잔 할까? EN: When people say 'We should meet sometime' they don't mean it. If you really want to see someone…. 'Do you want to have a glass of soju today?'",사람이 있다! 참이슬이 있다! EN: There's people! There's Chamisul!,Metonymy_nature_background,PLANTS FOR NATURE ,NATURE,,
5,774_2021_13_JinRo_Chamisul Melon_001,774,달콤한 메로나가 참이슬에 빠졌다! EN: The sweetness of Melona has fallen into Chamisul!,메로나에이슬 EN: Chamisul Melon,Metonymy_nature,POPSICLE FOR CLEANLINESS ,POP CULTURE,,
8,46_1979_25_DaeSun_Daesun_001,46,내고장의 술! 대선소주 EN: My fixed choice for alcohol! Daesun soju,고향의 정취가 넘치는 대선소주! EN: Daesun soju - overflowing with the aroma of our hometowns,Metonymy_other_text,PROVINCIAL LOCATION FOR AUTHENTICITY ,AUTHENTICITY,SOJU ATTRIBUTES,
,368_2008_19.5_ChoongBuk_Cool Cheongpung_002,368,우리고장 충북의 대표소주는 시원한 청풍입니다. EN: Our (Chungbuk's) staple representative soju is Cool Cheongpung,초정리 250m 천연암반수로 만든 부드럽고 깨끗한 소주 EN: A smooth and clean tasting soju brewed using 250m deep bedrock water from Chojeong-ri,Metonymy_other_text,PROVINCIAL LOCATION FOR AUTHENTICITY ,AUTHENTICITY,SOJU ATTRIBUTES,
6,552_2018_17.2_BoHae_Chun Nyun Ae_001,552,소주에서 소주맛을 잡았다 EN: We've created soju that tastes like soju,"광주.전남 시도민 1만 5천명과 보해양조가 함께 참여하였습니다 EN: Bohae Brewery and 15,000 residents of Gwangju and Jeonnam took part together",Metonymy_other_text,PROVINCIAL LOCATION FOR AUTHENTICITY ,AUTHENTICITY,SOJU ATTRIBUTES,
6,682_2018_19.5_ChoongBuk_Cool Cheongpung_002,682,더 깨끗한 100% 천연암반수 EN: 100% natural spring water that (tastes) cleaner,초정 천연암반수로 만든 부드럽고 깨끗한 소주 충북의 대표소주 EN: Chungbuk's representative soju. Smooth and clean soju brewed using natural spring water from Chojung,Metonymy_other_text,PROVINCIAL LOCATION FOR AUTHENTICITY ,AUTHENTICITY,SOJU ATTRIBUTES,
,14_1969_30_DaeHan_Baekhwa Subok_001,14,"값이 제일 비싸다구요? EN: It's the most expensive, you say?","애주가는 가격으로 술을 선택할까요 아니면 질로 술을 선택할까요? EN: Do alcohol enthusiasts choose their alcohol based on price, or quality?",Metaphor_other_text,QUALITY IS HIGH PRICE,QUALITY,SOJU ATTRIBUTES,
11,748_2020_16.9_MuHak_Cheongchun_004,750,브라보 청춘! EN: Bravo Cheongchun!,이 맛에 산다! EN: We live for this taste!,Metonymy_other,RED FOR ALERT,RED,COLOUR,
10,443_2018_16.9_DaeSun_Daesun_014,443,Merry Christmas EN: Merry Christmas,NA,Metonymy_other_background,RED GLITTER / SANTA'S SLEIGH  FOR CHRISTMAS,RED,COLOUR,
2,479_2012_16.8_Lotte_Chumchurum Cool_002,479,"16.8도 상쾌해서 필름 안 끊겨 EN: 16.8 percent: It's smooth, so [your] film doesn't get cut short",Think Casual EN: Think Casual,Metonymy_other,ROLL FOR FILM,POP CULTURE,,
7,44_1978_25_DaeSun_Daesun_001,44,正統소주 大鮮 EN: Authentic soju Daesun,NA,Metonymy_other,RUCKSACK FOR HIKING,POP CULTURE,,Chestnuts are associated with Chusok
2,3_1963_35_DaeJeon_Chungseong_001,3,"芳香無比 醇良?清酒 EN: An unbeatable scent, a well made? cheongju",歷史와 傳統을 자랑하는 純殼燒酒와 純殼清酒 EN: Pure grain soju and cheongju that prides itself on its history and tradition,Metonymy_other_text,SCENT FOR SOJU,SOJU ATTRIBUTES,SOJU ATTRIBUTES,Perhaps one of the most literal adverts
2,69_1980_25_DaeSun_Daesun_001,69,내고장의 술! EN: My fixed choice for alcohol!,고향의 정취가 넘치는 대선소주! EN: Daesun soju - overflowing with the aroma of our hometowns,Metonymy_other_text,SCENT FOR SOJU,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
4,81_1988_25_BoHae_Bohae Maechwi_001,81,"매취, 고요한 아침의 향기라 부르고 싶군요 EN: Maechui - I want to call it the Aroma of the Morning Calm",Maechui - the Aroma of the Morning Calm EN: Maechui - the Aroma of the Morning Calm,Metonymy_other_text,SCENT FOR SOJU,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
4,81_1988_25_BoHae_Bohae Maechwi_001,81,"매취, 고요한 아침의 향기라 부르고 싶군요 EN: Maechui - I want to call it the Aroma of the Morning Calm",Maechui - the Aroma of the Morning Calm EN: Maechui - the Aroma of the Morning Calm,Metonymy_other_text,SCENT FOR SOJU  ,SOJU ATTRIBUTES,SOJU ATTRIBUTES,
,352_2005_19.5_ChoongBuk_Siwon Soju_010,352,"학교와 학번은 달라도 우린 시원 EN: Even if we're from different schools and different years, we all choose Siwon!",초정리 맑은 물로 빚은 부드럽고 깨끗한 소주 EN: A smooth and clean tasting soju brewed using clear spring water from Chojeong-ri,Personification_text,SCHOOL FOR YOUNG PEOPLE,YOUTH,,
10,67_1975_30_JinRo_Jinro_004,70,真露가 새로와졌읍니다. EN: A new Jinro has arrived.,레이블과 병이 새롭게 바뀌었읍니다. EN: The label and bottle have been renewed.,Metonymy_nature_background,SEA FOR CLEANLINESS,WATER,,
10,67_1975_30_JinRo_Jinro_002,68,真露가 새로와졌읍니다. EN: A new Jinro has arrived.,레이블과 병이 새롭게 바뀌었읍니다. EN: The label and bottle have been renewed.,Metonymy_nature_background,SEA FOR CLEANLINESS,WATER,,
5,159_1995_23_BoHae_City_001,159,산소가 좋아! 맛이 좋아! EN: Oxygen is good! The taste is good!,산이나 바다에서 술을 마시면 이상하게도 덜 취하고 빨리 깹니다. 그것은 바로 산소 때문입니다. EN: For some strange reason when we drink at the mountains or the beach we don't get as drunk and sober up quickly. The reason for that is the oxygen.,Metaphor_nature_background,WATER FOR CLEANLINESS,WATER,,
10,67_1975_30_JinRo_Jinro_003,69,真露가 새로와졌읍니다. EN: A new Jinro has arrived.,레이블과 병이 새롭게 바뀌었읍니다. EN: The label and bottle have been renewed.,Metonymy_nature_background,SEA FOR SOFTNESS ,WATER,,
10,721_2021_16.9_DaeSun_Diamond_001,721,다이아몬드 EN: Diamond,FOR YOUR SHINING LIFE EN: FOR YOUR SHINING LIFE,Metonymy_other_text,LUXURIOUS OBJECT FOR QUALITY,QUALITY,,
10,721_2021_16.9_DaeSun_Diamond_001,721,다이아몬드 EN: Diamond,FOR YOUR SHINING LIFE EN: FOR YOUR SHINING LIFE,Metonymy_other,LUXURIOUS OBJECT FOR QUALITY,QUALITY,,
